Dropout = 0.5

Epoch: 0, loss: 9474.43470, RMSE: 61.11946
Epoch: 1, loss: 5858.27227, RMSE: 46.03318
Epoch: 2, loss: 3208.53410, RMSE: 29.78244
Epoch: 3, loss: 1310.71390, RMSE: 22.94705
Epoch: 4, loss: 512.40450, RMSE: 28.22929
Epoch: 5, loss: 273.67141, RMSE: 30.16914
Epoch: 6, loss: 151.97312, RMSE: 27.90279
Epoch: 7, loss: 103.00161, RMSE: 27.04403
Epoch: 8, loss: 82.06126, RMSE: 26.32417
Epoch: 9, loss: 72.20515, RMSE: 26.43245
